,MR,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem
74,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""3"",city=""VALENÇA"",day=""26"",month=""2"",state=""BAHIA"",year=""2021"") [HISTORY] [PARAGRAPH]","Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 26 de fevereiro de 2 mil e vinte e um, VALENÇA / BAHIA, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 3 focos de incêndio no dia.",,,,,,,
75,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(UC=""FLORESTA NACIONAL DO JAMANXIM"",area=""35.93"",city=""Novo Progresso,Itaituba"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","  A Unidade de Conservação que teve mais área desmatada foi a FLORESTA NACIONAL DO JAMANXIM/PA (35,93 km²). ",,,,,,,
76,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(UC=""FLORESTA NACIONAL DO JAMANXIM"",area=""35.93"",city=""Novo Progresso,Itaituba"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","  A Unidade de Conservação onde teve mais desmatamento foi a FLORESTA NACIONAL DO JAMANXIM/PA (35,93 km²). ",,,,,,,
77,"[COVID19] [INTENTS] TOTAL_DEATHS(deaths=""185687"") [HISTORY] O Brasil registra 52.385 novos casos de #COVID19, somando 7.163.912 casos no total e aumento de 0,74% em relação ao dia anterior.",O país chega à marca de 185.687 mortes por #COVID19.,,,,,,,
78,"[COVID19] [INTENTS] NEW_CASES(cases=""82558"",highest=""False"") [SEP] TOTAL_CASES(cases=""12407323"") [HISTORY] O Brasil observa alta de 0,67% num dia na quantidade de casos de #COVID19.","  Com 82.548 novos casos, o país chega a 12.457.303 infectados pela doença. ",,,,,,,
79,"[COVID19] [INTENTS] TOTAL_CASES(cases=""9230016"") [SEP] TOTAL_DEATHS(deaths=""225143"") [HISTORY] [PARAGRAPH]",O Brasil alcança 9.230.016 casos confirmados e 225.143 mortes por #COVID19.,,,,,,,
80,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.65"") [SEP] NEW_CASES(cases=""58691"",highest=""False"") [SEP] TOTAL_CASES(cases=""9119477"") [HISTORY] [PARAGRAPH]","O Brasil registra 58.691 novos casos de #COVID19, somando nove milhões cento e catorze mil setecentos e setenta e sete casos no total e crescimento de 0,65 por cento em relação ao dia anterior.",,,,,,,
81,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""3.61"") [SEP] NEW_CASES(cases=""40131"",highest=""False"") [SEP] TOTAL_CASES(cases=""1151479"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 52.771, com 1.364 novos óbitos, representando um aumento diário de 2,65%.","Os casos de infecção pelo vírus alcançam 1.501.699, uma alta diária de 3,61%, representada por 40. 131.469 novos casos.",,,,,,,
82,"[COVID19] [INTENTS] TOTAL_CASES(cases=""2021834"") [SEP] TOTAL_DEATHS(deaths=""76997"") [HISTORY] [PARAGRAPH]",  O Brasil soma dois milhões duzentos e vinte e nove mil trezentos e oitenta e sete casos de #COVID19 e 76.997 mortes ocasionadas pelo vírus. ,,,,,,,
83,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Juruti"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação. ",,,,,,,
84,"[COVID19] [INTENTS] NEW_CASES(cases=""68656"",highest=""False"") [SEP] NEW_DEATHS(deaths=""1151"",highest=""False"") [SEP] TOTAL_CASES(cases=""8326115"") [SEP] TOTAL_DEATHS(deaths=""207160"") [HISTORY] O Brasil registra aumento diário de 0,83% na quantidade de casos e de 0,56% na quantidade de óbitos por #COVID19.","De ontem para hoje foram contabilizados mais 68.656 novos casos e 1.151 novas mortes, totalizando 8.326.115 casos e 207.160 mortes pela doença.",,,,,,,
85,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Cerrado"",cases=""16"",day=""27"",month=""2"",year=""2021"") [HISTORY] PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",O bioma Cerrado teve 16 focos de queimadas e foi o bioma mais atingido.,,,,,,,
86,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""5.16"",city=""Rio Branco"",location=""deter-amz"",month=""6"",state=""AC"",year=""2020"") [HISTORY] O desmatamento com solo exposto, que deixa o solo sem vegetação, foi a principal causa de desmatamento.",No mês de junho já foram desmatados cinco vírgula um 6 km2 de floresta em Rio Branco.,,,,,,,
87,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""4.71"",city=""Apui"",daily_accumulation=""11"",day=""7"",location=""deter-amz"",month=""8"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 7 de agosto de 2020, o Instituto Nacional de Pesquisas Espaciais informou que houve alertas de desmatamento que somam 4,71 km2 em Apui / Amazonas, acumulando 11 dias com alertas no mês na região.",,,,,,,
88,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pampa"",cases=""5"",city=""PIRATINI"",day=""16"",month=""3"",state=""RIO GRANDE DO SUL"",year=""2021"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de VARIATION_1.","PIRATINI / RIO GRANDE DO SUL, localizada em Pampa, foi a cidade mais atingida, acumulando 5 focos de incêndio.",,,,,,,
89,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.43"",city=""Caroebe"",daily_accumulation=""8"",day=""10"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""3.26"",city=""Caroebe"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do Instituto Nacional de Pesquisas Espaciais alertou o desmatamento de 1,43 km2 no município de Caracoebe / Roraima no dia 10 de setembro de dois mil e vinte - Caracoebe já teve alertas de desmatamento em 8 dias desse mês, totalizando 3,26 km2 de desmatamento.",,,,,,,
90,"[COVID19] [INTENTS] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""4.52"") [SEP] NEW_DEATHS(deaths=""1156"",highest=""False"") [SEP] TOTAL_DEATHS(deaths=""26754"") [HISTORY] O Brasil chega ao total de 438.238 casos de #COVID19, com recorde de 26.417 novos casos nas últimas 24 horas.","Desde ontem, foram registrados no país 1.155 novas mortes, que agora somam 26.755, representando um crescimento diário de 4,52%.",,,,,,,
91,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Amazônia"",cases=""80"",day=""11"",month=""2"",year=""2021"") [HISTORY] CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.",A Amazônia teve 80 focos de queimadas e foi o bioma mais atingido.,,,,,,,
92,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""8.37"",city=""Nova Mamore"",daily_accumulation=""8"",day=""1"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""13.79"",city=""Nova Mamore"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","  O monitoramento do Instituto Nacional de Pesquisas Espaciais alertou o desmatamento de 8,37 km² no município de Nova Mamore / Rondônia no dia 1 de setembro de 2020 - Nova Mamore já teve alertas de desmatamento em 8 dias desse mês, totalizando 13,79 km² de desmatamento. ",,,,,,,
93,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Cerrado"",cases=""16"",day=""27"",month=""2"",year=""2021"") [HISTORY] PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",O bioma Cerrado teve 16 focos de queimadas e foi o bioma mais atingido.,,,,,,,
94,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.67"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""1.06"") [HISTORY] Com 3.647 novos óbitos, o país chega a marca de 348.934 mortos.","Nas últimas 24 horas, o número de infecções confirmadas teve crescimento de 0,67% e o número de óbitos alta de 1,06%.",,,,,,,
95,"[DEFORESTATION_MONTH] [INTENTS] LAST_MONTH_VARIATION_DEFORESTATION(location=""deter-amz"",month=""7"",variation=""59.05"",year=""2020"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 1.659,45 km² foram desmatados na Amazônia Legal, em julho de 2020.","  Comparado ao mês anterior, o desmatamento teve aumento de 49,05%. ",,,,,,,
96,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""8"",city=""PORTO MURTINHO"",day=""1"",month=""4"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] Mata Atlântica teve 26 focos de incêndio e foi o bioma mais atingido no dia 1 de abril de 2021.","A cidade mais atingida por focos de queimadas, acumulando 8 focos, foi PORTO MURTINHO / MATO GROSSO DO SUL, no Pantanal.",,,,,,,
97,"[COVID19] [INTENTS] TOTAL_CASES(cases=""4239763"") [SEP] TOTAL_DEATHS(deaths=""129575"") [HISTORY] [PARAGRAPH]",O Brasil alcança 4.239.763 casos confirmados e 129.575 mortes por #COVID19.,,,,,,,
98,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""3.61"") [SEP] NEW_CASES(cases=""40131"",highest=""False"") [SEP] TOTAL_CASES(cases=""1151479"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 52.771, com 1.364 novos óbitos, representando um aumento diário de 2,65%.","São registrados ao todo 11.514.947 casos da doença, uma alta diária de 3,61%, representada por 40.131 novos casos.",,,,,,,
99,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""1659.45"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] [PARAGRAPH]","  Foram desmatados 1.659,45 km² da Amazônia Legal no mês de julho de dois mil e vinte, segundo dados do INPE. ",,,,,,,
100,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""43"",day=""4"",month=""1"",year=""2021"") [HISTORY] [PARAGRAPH]","  O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 43 focos de queimadas no território brasileiro. ",,,,,,,
101,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""51.07"",city=""Altamira"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] Pará foi o estado mais atingido pelo desmatamento, com 177,84 km².","No mês de abril, Altamira acumula 51,07 km2 de área desmatada.",,,,,,,
102,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""8"",city=""PORTO MURTINHO"",day=""1"",month=""4"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] Mata Atlântica teve 26 focos de incêndio e foi o bioma mais atingido no dia 1 de abril de 2021.","PORTO MURTINHO / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 8 focos de incêndio no dia.",,,,,,,
103,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Altamira"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",,,,,,,
104,"[DEFORESTATION_MONTH] [INTENTS] LAST_MONTH_VARIATION_DEFORESTATION(location=""deter-amz"",month=""7"",variation=""59.05"",year=""2020"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 1.659,45 km² foram desmatados na Amazônia Legal, em julho de 2020.","Comparado com o mês anterior, o desmatamento aumentou 5,05%.",,,,,,,
105,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""21.51"",city=""Ruropolis"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] No dia 5 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 7,54 km² em Ruropolis / Pará, acumulando 9 dias com alertas no mês na região.","No mês de setembro, Ruropolis acumula 21,51 km2 de área desmatada.",,,,,,,
106,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""2"",city=""PEDRO GOMES"",day=""27"",month=""2"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 21 focos de queimadas no território brasileiro."," PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia. ",,,,,,,
107,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""90"",day=""1"",month=""4"",year=""2021"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 90 focos de queimadas no território brasileiro.",,,,,,,
108,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""90"",day=""1"",month=""4"",year=""2021"") [HISTORY] [PARAGRAPH]","O INPE identificou, ao todo, 90 focos de queimadas no território brasileiro.",,,,,,,
109,"[DEFORESTATION_MONTH] [INTENTS] CAUSE(area=""312.44"",cause=""DESMATAMENTO_CR"",location=""deter-amz"",month=""4"",year=""2021"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 322,91 km² foram desmatados na Amazônia Legal, em abril de 2021.","O principal tipo foi o desmatamento com solo exposto, que significa a retirada de toda a cobertura da floresta, somando 312.44 km2.",,,,,,,
110,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""21.51"",city=""Ruropolis"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] No dia 5 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 7,54 km² em Ruropolis / Pará, acumulando 9 dias com alertas no mês na região.","No mês de setembro já foram desmatados 21,51 km2 de floresta em Ruropolis.",,,,,,,
111,"[COVID19] [INTENTS] TOTAL_CASES(cases=""2021834"") [SEP] TOTAL_DEATHS(deaths=""76997"") [HISTORY] [PARAGRAPH]","  São registrados, no total, 76.997 mortes e 2.021.834 casos de #COVID19 no Brasil. ",,,,,,,
112,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""11.79"",city=""Altamira"",daily_accumulation=""11"",day=""21"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""108.39"",city=""Altamira"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do Instituto Nacional de Pesquisas Espaciais alertou o desmatamento de 11,79 km2 no município de Altamira / Pará no dia 21 de julho de dois mil e vinte - Altamira já teve alertas de desmatamento em 11 dias desse mês, totalizando 108,39 km2 de desmatamento.",,,,,,,
113,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Cerrado"",cases=""16"",day=""27"",month=""2"",year=""2021"") [HISTORY] PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",O bioma Cerrado teve 16 focos de queimadas e foi o bioma mais atingido.,,,,,,,
114,"[COVID19] [INTENTS] TOTAL_DEATHS(deaths=""185687"") [HISTORY] O Brasil registra 52.385 novos casos de #COVID19, somando 7.163.912 casos no total e aumento de 0,74% em relação ao dia anterior.",Número de mortes pelo vírus chega a cento e oitenta e cinco mil seiscentos e oitenta e um.,,,,,,,
115,"[DEFORESTATION_MONTH] [INTENTS] CAUSE(area=""1578.87"",cause=""DESMATAMENTO_CR"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de 59,05%.","O principal tipo foi o desmatamento com solo exposto, que deixa a terra sem vegetação, com 1.578,87 km2.",,,,,,,
116,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pantanal"",cases=""6"",city=""POCONÉ"",day=""4"",month=""1"",state=""MATO GROSSO"",year=""2021"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 43 focos de queimadas no território brasileiro.","POCONÉ / MATO GROSSO, no bioma Pantanal, foi a cidade mais atingida, ac1ulando 6 focos de incêndio no dia.",,,,,,,
117,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""322.91"",location=""deter-amz"",month=""4"",year=""2021"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais (Inpe) informou que foram desmatados 322,91 km2, na Amazônia Legal, em abril de dois mil e vinte e um.",,,,,,,
118,"[DEFORESTATION_MONTH] [INTENTS] CAUSE(area=""1578.87"",cause=""DESMATAMENTO_CR"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de 59,05%.","  Com um total de 1.578,87 km², o desmatamento com solo exposto, deixando a terra sem vegetação, foi o principal tipo de desmatamento. ",,,,,,,
119,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""0.75"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO"",year=""2020"") [HISTORY] Em 27 de julho de 2020, o INPE registrou alertas de desmatamento na RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO / Pará que somaram 0,52 km², acumulando 2 dias com alertas no mês.",A RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO soma zero vírgula 7 cinco km2 de desmatamento no mês analisado.,,,,,,,
120,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pantanal"",cases=""6"",city=""POCONÉ"",day=""4"",month=""1"",state=""MATO GROSSO"",year=""2021"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 43 focos de queimadas no território brasileiro.","POCONÉ / MATO GROSSO, no bioma Pantanal, foi a cidade mais atingida, ac1ulando 6 focos de incêndio no dia.",,,,,,,
121,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.43"",city=""Caroebe"",daily_accumulation=""8"",day=""10"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""3.26"",city=""Caroebe"",location=""deter-amz"",month=""9"",state=""RR"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do Instituto Nacional de Pesquisas Espaciais (INPE) alertou o desmatamento de 1,43 km2 no município de Caraoebe / Roraima no dia 10 de setembro de dois mil e vinte - Caraoebe já teve alertas de desmatamento em 8 dias desse mês, totalizando 3,26 km2 de desmatamento.",,,,,,,
122,"[COVID19] [INTENTS] TOTAL_CASES(cases=""4239763"") [SEP] TOTAL_DEATHS(deaths=""129575"") [HISTORY] [PARAGRAPH]",O Brasil soma quatro milhões duzentos e noventa e sete mil trezentos e sessenta e três casos de #COVID19 e cento e doze mil quinhentos e setenta e cinco mortes ocasionadas pelo vírus.,,,,,,,
123,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""8.37"",city=""Nova Mamore"",daily_accumulation=""8"",day=""1"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""13.79"",city=""Nova Mamore"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do Instituto Nacional de Pesquisas Espaciais (INPE) alertou o desmatamento de 8,37 km2 no município de Nova Mamore / Rondônia no dia 1 de setembro de 2020 - Nova Mamore já teve alertas de desmatamento em 8 dias desse mês, totalizando 13,79 km2 de desmatamento.",,,,,,,
124,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [HISTORY] [PARAGRAPH]","O desmatamento tem como principal causa o desmatamento com solo exposto, que retira toda a vegetação da floresta.",,,,,,,
125,"[COVID19] [INTENTS] TOTAL_CASES(cases=""1370488"") [SEP] TOTAL_DEATHS(deaths=""58385"") [HISTORY] [PARAGRAPH]","  São registrados, no total, 58.385 mortes e 13.704.888 casos de #COVID19 no Brasil. ",,,,,,,
126,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""4.71"",city=""Apui"",daily_accumulation=""11"",day=""7"",location=""deter-amz"",month=""8"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","  No dia 7 de agosto de dois mil e vinte, o Instituto Nacional de Pesquisas Espaciais informou que houve alertas de desmatamento que somam quatro vírgula 7 um km² em Apui / Amazonas, acumulando 11 dias com alertas no mês na região. ",,,,,,,
