MR,Reference,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem,OBS/DÚVIDAS
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""569"",day=""11"",month=""10"",year=""2020"") [HISTORY] [PARAGRAPH]","Hoje, dia 11 de outubro de 2020, o Brasil registrou 569 focos de queimadas, segundo dados divulgados pelo Instituto Nacional de Pesquisas Espaciais(INPE).","No dia, o Instituto Nacional de Pesquisas Espaciais ( INPE ) registrou um total de 679 focos de queimadas no território brasileiro.",S,S,N,N,N,N,N,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""7.54"",city=""Ruropolis"",daily_accumulation=""9"",day=""5"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 5 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 7,54 km² em Ruropolis / Pará, acumulando 9 dias com alertas no mês na região.","No dia 5 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais registrou alertas de desmatamento somando 7,54 km2 em Ruropolis / Pará, que acumula 9 dias com alertas no mês.",N,S,N,N,N,S,N,"Em alguns casos, o nome de municípios está sem acento mesmo na referência. /// Erro formatação 'km2'?"
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""19"",day=""4"",month=""3"",year=""2021"") [HISTORY] [PARAGRAPH]","O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 19 focos de queimadas no território brasileiro.","O INPE identificou, ao todo, 19 focos de queimadas no território brasileiro.",N,N,N,N,N,N,N,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""1370488"") [SEP] TOTAL_DEATHS(deaths=""58385"") [HISTORY] [PARAGRAPH]",O Brasil soma 1.370.488 casos de #COVID19 e 58.385 mortes ocasionadas pelo vírus.,Brasil registra recorde de casos de # COVID19.,N,N,N,S,S,N,N,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Cerrado"",cases=""16"",day=""27"",month=""2"",year=""2021"") [HISTORY] PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",O bioma Cerrado teve 16 focos de queimadas e foi o bioma mais atingido.,O bioma Cerrado acumula 16 focos de incêndio.,N,N,N,N,N,N,N,
"[DEFORESTATION_MONTH] [INTENTS] LAST_MONTH_VARIATION_DEFORESTATION(location=""deter-amz"",month=""7"",variation=""59.05"",year=""2020"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 1.659,45 km² foram desmatados na Amazônia Legal, em julho de 2020.","Comparado ao mês anterior, o desmatamento teve aumento de 59,05%.","Comparado ao mês anterior, o desmatamento aumentou 59.05.",S,N,N,N,N,N,N,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""2"",city=""PEDRO GOMES"",day=""27"",month=""2"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 21 focos de queimadas no território brasileiro.","PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.","PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",N,N,N,N,N,N,N,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""4239763"") [SEP] TOTAL_DEATHS(deaths=""129575"") [HISTORY] [PARAGRAPH]",O Brasil alcança 4.239.763 casos confirmados e 129.575 mortes por #COVID19.,Brasil contabiliza 4239763 casos de #COVID19 e 129575 mortes por #COVID19.,N,N,N,N,N,N,N,
"[COVID19] [INTENTS] NEW_CASES(cases=""90830"",highest=""True"") [SEP] TOTAL_CASES(cases=""11700431"") [HISTORY] O Brasil observa aumento de 0,97% no número de mortes causadas por #COVID19, com 2.736 novos registros nas últimas 24 horas, totalizando 285.136 óbitos.","Com recorde de 90.830 novos casos, o país chega ao total de 11.700.431 registros da doença.","Com 90. 531 novas infecções confirmadas, o país contabiliza 190. 031 casos de # COVID19 e novo recorde de infecções diárias.",s,N,N,N,N,S,N,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""9"",state=""PA"",uc=""RESERVA EXTRATIVISTA MARINHA CUINARANA"",year=""2020"") [SEP] DAILY_ALERT(area=""0.0"",city=""None"",day=""12"",location=""deter-amz"",month=""9"",state=""PA"",uc=""RESERVA EXTRATIVISTA MARINHA CUINARANA"",year=""2020"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais identificou desmatamento de 0 km² na RESERVA EXTRATIVISTA MARINHA CUINARANA / Pará no dia 12 de setembro de 2020 - a principal causa do alerta foi o desmatamento de solo exposto, que deixa a floresta sem nenhuma vegetação.","O Instituto Nacional de Pesquisas Espaciais (INPE) gerou alerta para devastação (0,10 km2) causada pelo desmatamento com solo exposto, que deixa a terra sem vegetação, no dia 12 de setembro de 2020 na RESERVA EXTRATIVISTA MARINHA CHINARANA / Pará - no mês já são 11 dias com alertas e 0 km2 desmatar.",S,N,N,S,N,N,N,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""3.01"",city=""Anapu"",daily_accumulation=""2"",day=""25"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","Segundo o INPE, Anapu / Pará teve alertas de desmatamento no dia 25 de maio de 2020 que somaram 3,01 km².","No dia 16 de outubro de 2019, o Instituto Nacional de Pesquisas Espaciais ( INPE ) alertou o desmatamento de 1, 32 na cidade de Paranatinga / MT.",S,S,N,N,N,N,N,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""14"",day=""19"",month=""3"",year=""2021"") [HISTORY] MACARANI / BAHIA, em Mata Atlântica, foi a cidade mais atingida, acumulando 3 focos de incêndio no dia.",Mata Atlântica teve 14 focos de queimadas e foi o bioma mais atingido.,Mata Atlântica teve 14 focos de queimadas e foi o bioma mais atingido.,N,N,N,N,N,N,N,
"[DEFORESTATION_MONTH] [INTENTS] CAUSE(area=""1578.87"",cause=""DESMATAMENTO_CR"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de 59,05%.","O principal tipo foi o desmatamento com solo exposto, que significa a retirada de toda a cobertura da floresta, com 1.578,87 km².","O principal tipo foi o desmatamento com solo exposto, deixando a terra sem vegetação, com 75 de área desmatada.",S,N,N,N,N,N,N,
"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.67"") [HISTORY] [PARAGRAPH]","O Brasil observa alta de 0,67% num dia na quantidade de casos de #COVID19.","Brasil registra novo recorde, com 1466 novos casos e alta de 6% em relação ao dia anterior.",S,N,N,S,N,N,N,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Porto Velho"",location=""deter-amz"",month=""8"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação.","O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",N,N,N,N,N,N,N,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""4091801"") [SEP] TOTAL_DEATHS(deaths=""125584"") [HISTORY] [PARAGRAPH]","São registrados, no total, 125.584 mortes e 4.091.801 casos de #COVID19 no Brasil.","São registrados 409.181 casos de #COVID19 no Brasil, totalizando 12.558.4 casos confirmados.",S,N,N,S,N,N,N,
"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.67"") [HISTORY] [PARAGRAPH]","O Brasil observa alta de 0,67% num dia na quantidade de casos de #COVID19.","O Brasil observa crescimento de 0,67% num dia na quantidade de casos de #COVID19.",N,N,N,N,N,N,N,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""214"",day=""25"",month=""10"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 214 focos de queimadas no território brasileiro.","No dia, o Instituto Nacional de Pesquisas Espaciais ( INPE ) registrou um total de 679 focos de queimadas no território brasileiro.",s,n,n,n,n,S,N,formatação > espaços dentro dos parenteses
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""3.33"",city=""Manicore"",daily_accumulation=""6"",day=""6"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""16.07"",city=""Manicore"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do Instituto Nacional de Pesquisas Espaciais (INPE) alertou o desmatamento de 3,33 km² no município de Manicore / Amazonas no dia 6 de julho de 2020 - Manicore já teve alertas de desmatamento em 6 dias desse mês, totalizando 16,07 km² de desmatamento.","No dia 6 de julho de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) alertou o desmatamento de 3,3 km2 na cidade de Manicore/AM.",n,n,n,s,n,n,n,falta de um intent > total_deforestation
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""21"",day=""25"",month=""3"",year=""2021"") [HISTORY] PORTO MURTINHO / MATO GROSSO DO SUL, no Pantanal, foi a cidade mais atingida, acumulando 4 focos de incêndio no dia.",Mata Atlântica teve 21 focos de queimadas e foi o bioma mais atingido.,Mata Atlântica teve 21 focos de queimadas e foi o bioma mais atingido.,n,n,n,n,n,n,n,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""9550301"") [SEP] TOTAL_DEATHS(deaths=""232248"") [HISTORY] [PARAGRAPH]","Ao todo, foram contabilizados 9.550.301 casos e 232.248 mortes.","Ao todo, foram contabilizados 9.550.301 casos e 232.248 mortes.",n,n,n,n,n,n,n,text hyp exatamente igual a ref...
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""228"",day=""26"",month=""11"",year=""2020"") [HISTORY] No dia, a Amazônia teve 91 focos de queimadas e foi o bioma mais atingido.","Ao todo, no dia 26 de novembro de 2020, o Instituto Nacional de Pesquisas Espaciais(INPE) registrou 228 focos de queimadas no território brasileiro.","Ao todo, o bioma mais atingido foi o bioma mais atingido.",n,n,n,s,n,n,s,"esse texto tem problema de fluencia ou apenas de lógica?

""bioma mais atingido foi o bioma mais atingido"""
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""3.33"",city=""Manicore"",daily_accumulation=""6"",day=""6"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""16.07"",city=""Manicore"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do Instituto Nacional de Pesquisas Espaciais (INPE) alertou o desmatamento de 3,33 km² no município de Manicore / Amazonas no dia 6 de julho de 2020 - Manicore já teve alertas de desmatamento em 6 dias desse mês, totalizando 16,07 km² de desmatamento.","O monitoramento do INPE alertou o desmatamento de 3,33 km2 no município de Manicore / Amazonas no dia 6 de julho de 2020 - Manicore já teve alertas de desmatamento em 6 dias desse mês, totalizando 16,07 km2 de desmatamento.",n,n,n,n,n,n,n,text hyp praticamente igual a ref...
"[COVID19] [INTENTS] NEW_DEATHS(deaths=""3600"",highest=""True"") [SEP] TOTAL_DEATHS(deaths=""307326"") [HISTORY] São registrados 82.558 novos casos de #COVID19 no país, totalizando 12.407.323 casos confirmados.","São registradas 307.326 mortes, 3.600 a mais do que no dia anterior, o que representa novo recorde desde o ínicio da pandemia.",O número de mortes pelo vírus alcança 3073 novos óbitos.,s,n,n,s,n,n,s,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Borba"",location=""deter-amz"",month=""6"",state=""AM"",year=""2020"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais relatou alerta de desmatamento em Borba / Amazonas, no dia 4 de junho de 2020, somando 0,81 km², e a região acumulou 5 dias com alertas no mês.","A principal causa de desmatamento foi o desmatamento de solo exposto, que deixa a floresta sem nenhuma vegetação.","O principal tipo foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""116.33"",city=""Labrea"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais, Labrea / Amazonas teve alertas de desmatamento no dia 14 de julho de 2020 que somaram 22,92 km².","Labrea acumula 116,33 km² de área desmatada no mês de julho de 2020.","O município mais atingido foi Altamira/AM, com 11 km² de área desmatada.",S,S,N,S,s,N,N,"total deforestation para city é sinonimo de ""municipio mais atigido""? > context error"
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Cumaru do Norte"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] No dia 31 de agosto de 2020, o INPE informou que houve alertas de desmatamento que somam 0,62 km² em Cumaru do Norte / Pará, acumulando 6 dias com alertas no mês na região.","O principal tipo de degradação que gerou o alerta para Cumaru do Norte / Pará foi o desmatamento com solo exposto, que remove totalmente a vegetação da floresta.","O desmatamento com solo exposto, deixando a terra sem vegetação, foi a principal causa de desmatamento.",n,n,n,n,n,n,n,falta entidade nomeada > cidade
"[COVID19] [INTENTS] NEW_CASES(cases=""82558"",highest=""False"") [SEP] TOTAL_CASES(cases=""12407323"") [HISTORY] O Brasil observa alta de 0,67% num dia na quantidade de casos de #COVID19.","São registrados 82.558 novos casos de #COVID19 no país, totalizando 12.407.323 casos confirmados.","Com 8.25558 novos casos, o país chega a 12.407.233 infectados pela doença.",s,n,n,n,n,s,n,formatação numeros
"[COVID19] [INTENTS] TOTAL_CASES(cases=""850796"") [SEP] TOTAL_DEATHS(deaths=""42791"") [HISTORY] [PARAGRAPH]","No total, o Brasil contabiliza 850.796 casos e 42.791 mortes pela doença.",O Brasil chega a 8.901.794 casos e contabiliza 42.291 mortes pela doença.,s,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [SEP] DAILY_ALERT(area=""1.2"",city=""None"",daily_accumulation=""8"",day=""24"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""7.78"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais gerou alerta para devastação (1,20 km²) causada pelo desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação, no dia 24 de julho de 2020 na FLORESTA NACIONAL DE ALTAMIRA / Pará - no mês já são 8 dias com alertas e 7,78 km² desmatar.","O principal tipo de degradação que gerou mais desmatamento foi o desmatamento com solo exposto, que deixa a terra sem nenhuma vegetação.",n,n,n,s,n,n,n,faltou intent
"[COVID19] [INTENTS] TOTAL_CASES(cases=""1370488"") [SEP] TOTAL_DEATHS(deaths=""58385"") [HISTORY] [PARAGRAPH]",O Brasil soma 1.370.488 casos de #COVID19 e 58.385 mortes ocasionadas pelo vírus.,O Brasil soma 1.370.488 casos de #COVID19 e 58.385 mortes ocasionadas pelo vírus.,n,n,n,n,n,n,n,text hyp exatamente igual a ref...
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""328"",day=""16"",month=""11"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 328 focos de queimadas no território brasileiro.","O Instituto Nacional de Pesquisas Espaciais (INPE) identificou o Instituto Nacional de Pesquisas Espaciais (INPE) identificou o Instituto Nacional de Pesquisas Espaciais (INPE) identificou o desmatamento de Colíder/MT, com solo exposto, o Instituto Nacional de Pesquisas Espaciais (INPE) identificou o Instituto Nacional de Pesquisas Espaciais (INPE) identificou a terra sem vegetação.",N,N,N,S,S,N,S,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""0.1"",city=""None"",daily_accumulation=""3"",day=""20"",location=""deter-amz"",month=""6"",state=""AC"",uc=""RESERVA EXTRATIVISTA DO ALTO JURUÁ"",year=""2020"") [HISTORY] [PARAGRAPH]","Em 20 de junho de 2020, o INPE registrou alertas de desmatamento na RESERVA EXTRATIVISTA DO ALTO JURUÁ / Acre que somaram 0,10 km², acumulando 3 dias com alertas no mês.","O Instituto Nacional de Pesquisas Espaciais (INPE) registrou alertas de desmatamento no dia 20 de junho de 2020 que somaram 1.18 km², acumulando 3 dias com alertas no mês.",s,n,n,s,n,n,n,faltou entidade nomeada > UC
"[COVID19] [INTENTS] NEW_CASES(cases=""68656"",highest=""False"") [SEP] NEW_DEATHS(deaths=""1151"",highest=""False"") [SEP] TOTAL_CASES(cases=""8326115"") [SEP] TOTAL_DEATHS(deaths=""207160"") [HISTORY] O Brasil registra aumento diário de 0,83% na quantidade de casos e de 0,56% na quantidade de óbitos por #COVID19.","De ontem para hoje foram contabilizados mais 68.656 novos casos e 1.151 novas mortes, totalizando 8.326.115 casos e 207.160 mortes pela doença.","De ontem para hoje foram contabilizados mais 65.655 novos casos e 1.261 novas mortes, totalizando 82.26115 casos e 207.160 mortes pela doença.",s,n,n,n,n,n,n,"text hyp praticamente igual a ref... apenas valores foram trocados para numeros errados

fill-in-template equivocado"
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""395"",day=""30"",month=""10"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE identificou, ao todo, 395 focos de queimadas no território brasileiro.","O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou, ao todo, 395 focos de queimadas no território brasileiro.",n,n,n,n,n,n,n,text hyp praticamente igual a ref..
"[COVID19] [INTENTS] TOTAL_CASES(cases=""9230016"") [SEP] TOTAL_DEATHS(deaths=""225143"") [HISTORY] [PARAGRAPH]","São registrados, no total, 225.143 mortes e 9.230.016 casos de #COVID19 no Brasil.","São registrados, no total, 225.143 mortes e 9.230.016 casos de #COVID19 no Brasil.",n,n,n,n,n,n,n,text hyp exatamente igual a ref
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""FLORESTA NACIONAL DE ALTAMIRA"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo de desmatamento foi o desmatamento de corte raso, que deixa o solo sem nenhuma cobertura vegetal.","O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação.",n,n,n,n,n,n,n,"text hyp praticamente igual a ref..

muda apenas o sinonimo para desmatamento_CR"
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""569"",day=""11"",month=""10"",year=""2020"") [HISTORY] [PARAGRAPH]","Hoje, dia 11 de outubro de 2020, o Brasil registrou 569 focos de queimadas, segundo dados divulgados pelo Instituto Nacional de Pesquisas Espaciais(INPE).","O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou, ao todo, 569 focos de queimadas no território brasileiro.",n,n,n,n,n,s,n,falta data do alerta
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""116.33"",city=""Labrea"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] No mês, Pará foi o estado que mais teve desmatamento (685,97 km²).","O município que teve mais desmatamento no mês foi Labrea (Amazonas), com 116,33 km² de área desmatada.","Labrea somou 116,33 km² de área desmatada em julho.",n,n,n,n,n,n,n,falta o estado de LABREA
