MR,Reference,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem,DÚVIDAS/obs
"name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","Located near the river and the Crowne Plaza, Giraffe is an adult only restaurant offering spirits and appetizers.",Giraffe is a French restaurant in the riverside area near Raja Indian Cuisine. It is not family-friendly.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",There is a high price range Japanese restaurant in Riverside near Raja Indian Cuisine that is child friendly called The Wrestlers,The Wrestlers is a high-priced Japanese restaurant in the riverside area near Raja Indian Cuisine. It is child friendly.,n,n,n,n,n,n,n,hífen
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a pub that offers Japanese food for more than £30. It is located in the city centre near Raja Indian Cuisine and is not child friendly.,The Wrestlers is a Japanese pub located in the city centre near Raja Indian Cuisine. It is not children friendly and costs more than £30.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","Located near the river and the Crowne Plaza, Giraffe is an adult only restaurant offering spirits and appetizers.","Located near the river and the Crowne Plaza, Giraffe is an adult only restaurant offering spirits and appetizers.",n,n,n,s,s,n,n,
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Cocum is a pub near Express by Holiday Inn with food at low prices.,Cocum is a pub near Express by Holiday Inn with a low customer rating.,n,n,n,n,n,n,n,
"name[Cotto], eatType[coffee shop], near[The Bakers]",next to The Bakers resides a coffee shop by the name of Cotto.,Cotto is a coffee shop located near The Bakers.,n,n,n,n,n,n,n,
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Mill is a family friendly mid price range restaurant located near Raja Indian Cuisine.,"The Mill is a moderately priced, kid friendly English restaurant in the riverside area near Raja Indian Cuisine.",n,n,n,n,n,n,n,
"name[Cocum], eatType[pub], near[The Rice Boat]",Cocum is a pub located a few steps of The Rice Boat.,Cocum is a pub located a few steps of The Rice Boat.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], area[city centre]",A pub in the city centre area called Blue Spice.,Blue Spice is a pub located in the city centre.,n,n,n,n,n,n,n,
"name[Loch Fyne], eatType[coffee shop], area[riverside]",The Loch Fyne is a coffee shop at the riverside.,Loch Fyne is a coffee shop in the riverside area.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","Located in the city centre, The Vaults is near Raja Indian Cuisine. It is a pub that is family-friendly with cheap prices and low ratings.",The Vaults is a family-friendly pub located in the city centre near Raja Indian Cuisine. It serves Japanese food for less than £20 and has a low customer rating.,n,n,n,n,n,n,n,
"name[Cocum], eatType[coffee shop], near[The Rice Boat]",Cocum is a coffee shop located a few steps of The Rice Boat.,Cotto is a coffee shop near The Rice Boat.,n,s,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","Located in the city centre, The Vaults is near Raja Indian Cuisine. It is a pub that is family-friendly with cheap prices and low ratings.",The Vaults is a family - friendly Japanese pub in the city centre near the Raja Indian Cuisine. It has a low customer rating.,n,n,n,s,n,s,n,espaço hífen
"name[Zizzi], eatType[coffee shop], near[The Sorrento]",Close to The Sorrento you will be able to find a coffee shop called Zizzi,Zizzi is a coffee shop near The Sorrento. It has a high price range.,n,n,n,n,s,n,n,
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","At the riverside, nearby Raja Indian Cuisine, there is a child friendly restaurant called The Phoenix which serves fast food, for which you can expect to pay more than £30.",The Phoenix is a children friendly fast food restaurant in the riverside area near Raja Indian Cuisine. The price range is more than £30.,n,n,n,n,n,n,n,hífen
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]",The Cricketers is a kid friendly restaurant that is located near Crowne Plaza Hotel. It has a 3 out of 5 customer rating.,The Cricketers is a children friendly restaurant near Crowne Plaza Hotel. It has a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man in the riverside area near the Express by Holiday Inn is an Italian pub which is child friendly.,Green Man is a family friendly pub near Express by Holiday Inn in the riverside area. It serves Italian food.,n,n,n,n,n,n,n,hífen
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly pub on the riverside near the Raja Indian Cuisine offering Indian food.,Wildwood is a family friendly pub on the riverside near the Raja Indian Cuisine offering Indian food.,n,n,n,n,n,n,n,hífen
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Café Sicilia]",The Cricketers is a children friendly coffee shop near Café Sicilia with a high customer rating.,The Cricketers is a coffee shop near Café Sicilia. It is child friendly and has a high customer rating.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]",A kid friendly coffee shop is located near Express by Holiday Inn. It's called The Cricketers and is highly rated.,The Cricketers is a coffee shop near the Express by Holiday Inn. It is children friendly and has a high customer rating.,n,n,n,n,n,n,n,hífen
"name[Zizzi], eatType[coffee shop], area[riverside]",The Zizzi is a coffee shop along the river.,Zizzi is a coffee shop in the riverside area. It has a high customer rating.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Children friendly restaurant Giraffe that serves French food can be found at riverside near Raja Indian Cuisine.,Children friendly restaurant Giraffe that serves French food can be found at riverside near Raja Indian Cuisine.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]",The Cricketers is a family friendly restaurant serving cheap English food in the riverside area situated near Café Rouge,"The Cricketers is a cheap, family friendly restaurant located near Café Rouge.",n,n,n,s,n,n,n,hífen
"name[Blue Spice], eatType[pub], customer rating[average], near[Crowne Plaza Hotel]",Crowne Plaza Hotel has a pub nearby with an average customer rating called Blue Spice.,Crowne Plaza Hotel has a pub nearby with an average customer rating called Blue Spice.,n,n,n,n,n,n,n,
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]",The Strada is a coffee shop near All Bar One that has a customer rating of 1 out of 5.,Strada is a coffee shop near All Bar One. It has a customer rating of 1 out of 5.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]","The Giraffe, a child-friendly, English pub, is located in riverside area, near Rainbow Vegetarian Café.","The Giraffe, a child-friendly, English pub, is located in riverside area, near Rainbow Vegetarian Café.",n,n,n,n,n,n,n,
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","In the riverside area near Raja Indian Cuisine is, The Waterman. A restaurant serving Indian food. A not so family friendly restaurant with meals less than £20.","In the riverside area near Raja Indian Cuisine is, The Waterman. A restaurant serving Indian food. A not so family friendly restaurant with meals less than £20.",n,n,n,n,n,n,n,vírgula entre sujeito e predicado
"name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]","If you're looking for a great place to eat, try Green Man, a pub near All Bar One with a customer rating of 3 out of 5 stars.","If you're looking for a great place to eat, try Green Man, a pub near All Bar One with a customer rating of 3 out of 5 stars.",n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]",There is a 5 out of 5 customer rated child friendly restaurant located near a Crowne Plaza Hotel called The Cricketers.,The Cricketers is a family friendly restaurant near Crowne Plaza Hotel. It has a customer rating of 5 out of 5.,n,n,n,n,n,n,n,hífen
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]",There is a 5 out of 5 customer rated child friendly restaurant located near a Crowne Plaza Hotel called The Cricketers.,There is a 5 out of 5 customer rated child friendly restaurant located near a Crowne Plaza Hotel called The Cricketers.,n,n,n,n,n,n,n,
"name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a moderately priced kid friendly Chinese pub in they city centre near Raja Indian Cuisine.,The Punter is a pub that serves Chinese food in the moderate price range. It is located in the city centre near Raja Indian Cuisine and is kid friendly.,n,n,n,n,n,n,n,
"name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Mill is a child friendly restaurant near to Raja Indian Cuisine in the riverside area. They serve English food. The price range is high,The Mill is a high priced restaurant that serves English food. It is located in the riverside area near Raja Indian Cuisine and is child friendly.,n,n,n,n,n,n,n,hífen
"name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man in the riverside area near the Express by Holiday Inn is an Italian restaurant which is child friendly.,Green Man is a restaurant that serves Italian food. It is located in the riverside area near Express by Holiday Inn. It is kid friendly.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family oriented pub that serves Italian food. It is located Near Raja Indian Cuisine in City Centre.,Wildwood is a family-friendly Italian pub located in the city centre near Raja Indian Cuisine.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers, located in the city centre, near Raja Indian Cuisine, is a Japanese pub and pub. It is children friendly with a price range of more than £30.",The Wrestlers is a children friendly Japanese pub in the city centre near Raja Indian Cuisine. It has a price range of more than £30.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Vaults is a poorly-rated Italian pub in the city centre near Rainbow Vegetarian Café. It is cheap and family-friendly.,The Vaults is a family - friendly Italian pub located in the city centre near the Rainbow Vegetarian Café. It has a low customer rating and the price range is less than £20.,n,n,n,n,n,s,n,
